entity name,remitter_volume,remitter_value,beneficiary_volume,beneficiary_value,avg_remitter_ticket,avg_beneficiary_ticket,total_volume,avg_ticket,bank_segment
jila sahakari kendriya bank maryadit balaghat,0.0,0.0,0.00186,2.0330993,,1093.064139784946,0.00186,,Niche / Regional Bank
jila sahakari kendriya bank maryadit hoshangabad,0.0,0.0,0.01288,18.61554056,,1445.3059440993788,0.01288,,Niche / Regional Bank
jila sahakari kendriya bank maryadit panna,0.00386,7.178818552,0.01345,30.43348309,1859.797552331606,2262.7124973977693,0.01731,2061.2550248646876,Niche / Regional Bank
jila sahakari kendriya bank maryadit seoni,0.0013,2.784863577,0.00678,8.269410017,2142.2027515384616,1219.6769936578173,0.00808,1680.9398725981396,Niche / Regional Bank
jila sahakari kendriya bank maryadit sidhi,0.00049,0.389688592,0.013099999999999999,35.56346997,795.2828408163266,2714.7687,0.013589999999999998,1755.0257704081632,Niche / Regional Bank
jila sahakari kendriya bank maryadit tikamgarh,0.00013,0.14987385,0.00042,0.4621736,1152.8757692307693,1100.4133333333334,0.00055,1126.6445512820515,Niche / Regional Bank
jila sahakari kendriya bank maryaditdamoh,0.00088,1.498288397,0.00309,4.655834557,1702.6004511363637,1506.7425750809064,0.00397,1604.671513108635,Niche / Regional Bank
jila sahakari kendriya bank maryaditjhabua,0.0004,1.399027717,0.00203,5.0704978,3497.5692925,2497.7821674876845,0.0024300000000000003,2997.675729993842,Niche / Regional Bank
jila sahakari kendriya bank mydt durg,81.15481,1122.3397516,26.12394,613.68771053,13.829614678415242,23.4913918241276,107.27875,18.66050325127142,Universal Bank
jila sahakari kendriya bank mydt satna,0.00051,0.326524974,0.009009999999999999,8.47979698,640.2450470588235,941.1539378468369,0.009519999999999999,790.6994924528302,Niche / Regional Bank
jila sahakari kendriya bank mydtvidisha jvu,0.52349,6.4847427,0.12125,4.5526330999999995,12.387519723394908,37.54748948453608,0.64474,24.967504603965494,Retail Bank
jila sahakri kendriya bank maryadit bhind,0.00044,1.5272281,0.00571,5.487171848,3470.9729545454547,960.9758052539405,0.00615,2215.974379899698,Niche / Regional Bank
jila sahkari kendriya bank maryadit khargone,57.95221,887.902251893,24.29928,704.65726093,15.321283724865712,28.99910042314011,82.25149,22.16019207400291,Universal Bank
jio payments bank,5928.32017,31681.9479646,5012.40139,46784.279959,5.34416952122881,9.333705806629345,10940.72156,7.3389376639290775,Universal Bank
jivaji sahakari bank ltd ichalkaranji,0.00607,3.767355183,0.00607,3.1369984,620.6515952224053,516.8036902800659,0.01214,568.7276427512356,Niche / Regional Bank
jivan commercial cooperative bank,5.21254,120.66379914,2.74829,111.999926152,23.148752650339375,40.7525865727416,7.96083,31.950669611540487,Universal Bank
jivan commlcoop bank,0.02205,16.9557629,0.04649,26.1742736,768.9688390022676,563.0086814368682,0.06853999999999999,665.9887602195679,Universal Bank
jodhpur nagrik sahakari bank,4.29968,74.82232899200001,2.6118799999999998,99.268585166,17.401836646448107,38.00656430081015,6.91156,27.70420047362913,Universal Bank
jogindra central cooperative bank,30.11148,395.69323403,14.74281,317.385368863,13.140942724502414,21.528146185360864,44.85429,17.33454445493164,Universal Bank
jowai cooperative urban bank,0.00041,1.4071763,0.00054,1.5956621,3432.137317073171,2954.9298148148146,0.00095,3193.5335659439925,Niche / Regional Bank
jp morgan chase,0.00151,36.09177742,0.00259,110.6390261,23901.839350993378,42717.770694980696,0.0040999999999999995,33309.805022987035,Corporate Bank
jugalkishor tapdiya shree mahesh urban co op,0.00052,0.20848571,0.00521,2.3627112,400.9340576923077,453.4954318618042,0.00573,427.21474477705596,Niche / Regional Bank
junagarh commercial coop bank,0.0,0.0,0.03827,38.94038804,,1017.5173253200942,0.03827,,Niche / Regional Bank
kadapa dist coop central,0.00088,1.615108857,0.00226,1.4582956,1835.3509738636365,645.263539823009,0.00314,1240.3072568433226,Niche / Regional Bank
kallappanna awade ichalkaranji janata sahkari,213.99872,2834.7179327,87.44595,2383.7790918,13.246424710858083,27.260028529623156,301.44467,20.253226620240618,Universal Bank
kalol urban coop bank ltd kalol,0.00112,0.8125609,0.00078,0.3450296,725.5008035714287,442.34564102564104,0.0018999999999999998,583.9232222985349,Niche / Regional Bank
kalupur commcoop,1.45832,1331.496485,1.38834,1347.973874,913.0345088869383,970.9248988000058,2.84666,941.9797038434721,Universal Bank
kalyan janata sahakari,499.36990000000003,6243.8533448,184.82532,4538.8581331000005,12.503463554371217,24.557555929566362,684.1952200000001,18.53050974196879,Universal Bank
kalyan janata sahakari bank,0.43017,318.1632192,0.36928,269.1015435,739.6220545365786,728.7195177101386,0.79945,734.1707861233585,Universal Bank
kalyansagar urban coop bank,0.0,0.0,0.00027,0.1030263,,381.5788888888889,0.00027,,Niche / Regional Bank
kamala coop bank,0.0,0.0,0.00528,1.3862879,,262.5545265151515,0.00528,,Niche / Regional Bank
kanaka mahalakshmi cooperative bank,54.03487,868.3201689,28.4246,859.11484709,16.06962631537746,30.224342544486113,82.45947,23.146984429931784,Universal Bank
kanaka pattana sahakara bank niyamita,0.0,0.0,6e-05,0.0272616,,454.36,6e-05,,Niche / Regional Bank
kancheepuram central,44.09437,473.62867972,23.29732,488.40454096,10.74125063403786,20.963979589068614,67.39169,15.852615111553238,Universal Bank
kangra coop bank,0.05022,31.50289977,0.07958,43.3820411,627.297884707288,545.137485549133,0.1298,586.2176851282104,Universal Bank
kankaria maninagar nagarik sahakari bank,13.80974,329.36444622,6.93732,275.15271572,23.85015548591067,39.66268180219451,20.747059999999998,31.75641864405259,Universal Bank
kankaria maninagar sahakari,0.03061,33.46292316,0.11509,34.75004703,1093.2023247304803,301.93802267790426,0.1457,697.5701737041923,Universal Bank
kanyakumari district central,8.38574,108.618880359,4.39082,116.931742728,12.952808023978802,26.6309579367863,12.77656,19.79188298038255,Universal Bank
karad urban coop bank,0.19853,136.7905509,0.27255,153.37355580000002,689.0170296680602,562.7354826637314,0.47108000000000005,625.8762561658958,Universal Bank
karamana cooperative urban bank,0.0,0.0,5e-05,0.0104538,,209.07599999999996,5e-05,,Niche / Regional Bank
karnataka,21358.48923,289896.77112,10574.20638,253358.91289,13.572906210651492,23.960087763106436,31932.69561,18.766496986878963,Universal Bank
karnataka bank,2.51359,2823.044318,3.47974,3296.20938,1123.1124877167715,947.2573755510468,5.99333,1035.1849316339092,Universal Bank
karnataka gramin,3046.6460399999996,43561.0336297,1575.24583,37323.3151442,14.29802906467599,23.69364478444612,4621.8918699999995,18.995836924561054,Universal Bank
karnataka gramin erstwhile pragathi krishna gramin,2042.9952,30113.508898,1060.38015,25694.049388,14.739882354104404,24.230979227591163,3103.3753500000003,19.485430790847783,Universal Bank
karnataka mahila sahakara bank niyamitha,5.69375,111.710663467,2.7761,107.587882165,19.619875032623494,38.75504562695868,8.46985,29.187460329791087,Universal Bank
karnataka state coop apex bank,0.115,203.7229911,0.20017,254.4606233,1771.5042704347825,1271.2225773092873,0.31517,1521.363423872035,Universal Bank
karnataka vikas grameena,2569.8825500000003,23635.5578375,1259.81382,21494.327830000002,9.197135424535256,17.061511382689865,3829.6963700000006,13.12932340361256,Universal Bank
karur vysya,13721.20224,264896.06316,7338.9702099999995,238239.01544,19.30560154472295,32.46218592294845,21060.17245,25.8838937338357,Universal Bank
karur vysya bank,5.49001,4875.075603,4.99998,4659.749815,887.9902956460918,931.9536908147633,10.489989999999999,909.9719932304275,Universal Bank
kashipur urban cooperative bank,3.60204,67.119060166,2.03838,80.755332256,18.633624325659902,39.61740806719061,5.640420000000001,29.125516196425256,Universal Bank
kashmir mercantile co operative bank,6.86782,73.733506854,4.83071,85.108842575,10.736086102140126,17.618288527980358,11.69853,14.177187315060241,Universal Bank
kashmir mercantile coop bank,0.0,0.0,0.00206,1.1924492,,578.8588349514563,0.00206,,Niche / Regional Bank
kavita urban coop bank ltd solapur,0.00037,0.5753521,0.00113,0.6738875,1555.0056756756758,596.3606194690266,0.0015,1075.6831475723511,Niche / Regional Bank
kedarnath urban co op bank ltd latur,0.0002,0.11786,0.00077,0.4628406,589.3,601.0916883116884,0.0009699999999999999,595.1958441558442,Niche / Regional Bank
kerala gramin,6569.35649,75159.6577596,3948.34756,65693.3155563,11.440946746307567,16.638179531565857,10517.70405,14.039563138936712,Universal Bank
kerala mercantile co op bank,0.0,0.0,0.00204,0.684165,,335.375,0.00204,,Niche / Regional Bank
kerala state,0.17274,284.1926389,0.29197,209.8158907,1645.2045785573696,718.6214018563551,0.46471,1181.9129902068623,Universal Bank
khalilabad nagar sahkari bank ltd khalilabad,0.00061,0.422232379,0.00046,0.559905752,692.1842278688524,1217.1864173913043,0.00107,954.6853226300784,Niche / Regional Bank
khamgaon urban coop bank,0.0,0.0,0.14058,81.59430507,,580.411901195049,0.14058,,Niche / Regional Bank
khardah cooperativebank,1.51494,12.439690131999999,0.85442,13.962946578,8.211341790433945,16.342017483204984,2.36936,12.276679636819464,Universal Bank
khargone nagrik sahakari bank ltd khargone,0.0,0.0,0.00053,0.3050986,,575.6577358490566,0.00053,,Niche / Regional Bank
khattri cooperative urban bank ltdkhb,0.02926,19.86775239,0.03128,37.80979386,679.0072587149692,1208.753000639386,0.060540000000000004,943.8801296771776,Universal Bank
kodagu district cooperative central bank,0.00896,18.249761861000003,0.01508,14.631442006,2036.8037791294648,970.254774933687,0.02404,1503.529277031576,Corporate Bank
kohinoor sahakari bank ltd ichalkaranji,0.00281,3.235455412,0.00721,4.0920174,1151.4076199288256,567.5474895977808,0.010020000000000001,859.4775547633033,Niche / Regional Bank
koilkuntla cooperative bank,0.65534,16.490617148,0.54724,21.138335,25.163452784813988,38.62717454864411,1.20258,31.895313666729052,Universal Bank
kokan mercantile coopbank,177.01517,2480.77306875,89.06837,2176.80907541,14.014465928259144,24.43975426304534,266.08354,19.227110095652243,Universal Bank
kolhapur dist central coop bank,229.55881,2652.7132159000003,69.87998,1916.57059352,11.555702069983724,27.42660478036771,299.43879,19.491153425175717,Universal Bank
kolhapur district central coop,0.03697,54.10105107,0.09705,102.4647317,1463.3770914254799,1055.793216898506,0.13402,1259.585154161993,Universal Bank
kolhapur mahila coop bank,0.01878,10.46727517,0.02348,12.66585256,557.3628951011715,539.4315400340715,0.042260000000000006,548.3972175676215,Retail Bank
kolhapur mahila sahakari bank ltd kolhapur,6.59106,85.568378148,4.23413,90.096892379,12.982491154381844,21.27872606155219,10.82519,17.13060860796702,Universal Bank
konoklota mahila urban coop bank,0.0,0.0,7e-05,0.0225286,,321.83714285714285,7e-05,,Niche / Regional Bank
kota mahila nagrik sahkari bank,0.00072,0.8531211,0.00182,4.231683,1184.8904166666666,2325.10054945055,0.00254,1754.9954830586082,Niche / Regional Bank
kota nagrik sahkari bank,0.00646,9.146823101,0.01279,14.25791685,1415.9168886996906,1114.7706684910088,0.01925,1265.3437785953497,Niche / Regional Bank
kotak mahindra,142630.74099,1505684.40233,58029.51045,1282100.33049,10.556520928651455,22.093936697858187,200660.25144,16.32522881325482,Universal Bank
kotak mahindra bank,32.56072,32562.38599,20.72647,27047.1464,1000.0511656376148,1304.9567244205116,53.28719,1152.5039450290633,Universal Bank
kotak mahindra bank credit card,746.61856,6455.450384,0.68955,18.558371282,8.646249544077769,26.91374270466246,747.30811,17.779996124370115,Universal Bank
kottayam cooperative urban bank,3.43091,50.828554911,2.69321,58.011008335,14.814890192689402,21.539727067328577,6.12412,18.17730863000899,Universal Bank
kovilpatti urban coop bank,0.0,0.0,0.00027,0.6556641,,2428.3855555555556,0.00027,,Niche / Regional Bank
koyana sahakari bank ltdkarad,6.15681,86.891556745,4.13973,72.778569362,14.113080758542168,17.580511135267276,10.29654,15.846795946904722,Universal Bank
koylanchal urban coop bank,0.0,0.0,0.00869,5.030067594,,578.8340154200231,0.00869,,Niche / Regional Bank
krishiseva urban coop bank ltdkole,0.0,0.0,0.00085,0.296929696,,349.3290541176471,0.00085,,Niche / Regional Bank
krishna bhima samruddhi local area,53.26804,689.22861187,36.8812,709.79473045,12.938876892598264,19.245434813672006,90.14923999999999,16.092155853135136,Universal Bank
krishna mercantile coop,0.37638,8.682761162,0.16602,9.385245441,23.069135347255436,56.53081219732562,0.5424,39.79997377229053,Retail Bank
krishna pattana sahakar,4e-05,0.1375,2e-05,0.0331747,3437.5,1658.735,6.000000000000001e-05,2548.1175,Niche / Regional Bank
krishna sahakari bank ltd rethare bk,0.01258,16.47162354,0.01505,9.3146115,1309.3500429252783,618.9110631229236,0.02763,964.1305530241009,Corporate Bank
krishna sahakari ltd rethare,9.15399,102.977208496,2.39155,62.6049692,11.249434235344369,26.177570696828415,11.54554,18.713502466086393,Universal Bank
krishna urban co operative bank ltd kaij,0.0,0.0,0.00196,1.119788,,571.3204081632654,0.00196,,Niche / Regional Bank
kurla nagrik sahakari bank,0.07812,31.85920506,0.15278,51.92221532,407.82392549923196,339.8495570100799,0.2309,373.8367412546559,Universal Bank
kurmanchal nagar sahkari bank,0.17752,87.6161637,0.13402,72.30527124,493.556577850383,539.5110523802417,0.31154000000000004,516.5338151153123,Universal Bank
kutch mercantile coop bank ltd kutch,0.00048,0.43629565,0.00125,0.35302665,908.9492708333332,282.42132,0.00173,595.6852954166666,Niche / Regional Bank
kuttiady coop urban,0.0,0.0,0.00058,0.2763961,,476.54499999999996,0.00058,,Niche / Regional Bank
lala urban coop bank ltd narayangaon,0.0,0.0,0.03854,17.82104808,,462.40394603009867,0.03854,,Niche / Regional Bank
lala urban cooperative bank,14.50621,273.353761903,8.0129,307.352822586,18.843913186352605,38.35725175479539,22.519109999999998,28.600582470573997,Universal Bank
lalbaug cooperative bank ltd baroda,0.00038,0.0980118,0.00137,0.2331582,257.9257894736842,170.18846715328468,0.0017499999999999998,214.05712831348444,Niche / Regional Bank
latur district central co op bank ltd latur,0.01453,51.88950418,0.0363,41.21378638,3571.1978100481765,1135.3660159779615,0.05083,2353.2819130130692,Universal Bank
latur urban coop bank ltd latur,12.87499,195.04878927,6.96814,236.65408159999998,15.149432292374595,33.96230293880433,19.843130000000002,24.555867615589463,Universal Bank
laxmi bai mahila nagrik sah,0.0,0.0,0.00185,1.7234273,,931.5823243243243,0.00185,,Niche / Regional Bank
laxmi mahila nagrik sahakari,0.00255,3.752352786,0.00381,5.8042377,1471.510896470588,1523.421968503937,0.00636,1497.4664324872624,Niche / Regional Bank
laxmi sahakari bank niyamit guledgudd,0.06155999999999999,0.8247451,0.03693,1.0561496,13.397418778427554,28.59868941240184,0.09849,20.998054095414695,Retail Bank
laxmi urban coop bank latur,11.10596,241.075359089,6.69566,204.015994405,21.706845611635554,30.469885628153158,17.80162,26.088365619894354,Universal Bank
laxmi vishnu sahakari bank,0.00031,0.4949118,0.00027,0.1371152,1596.4896774193548,507.83407407407407,0.00058,1052.1618757467145,Niche / Regional Bank
lic employees cooperative bank ltdudupi,0.84596,22.323323562,0.21550999999999998,9.530373351,26.388154950588678,44.222418221892255,1.06147,35.30528658624047,Universal Bank
lic of india staff coop bank,0.0,0.0,0.00058,0.60508908,,1043.2570344827586,0.00058,,Niche / Regional Bank
liluah coop,0.01526,8.174697237,0.01551,7.242361008,535.6944454128441,466.9478406189555,0.03077,501.3211430158998,Retail Bank
liluah cooperative bank,4.09617,47.280589345,2.50029,58.569020554,11.542633568675129,23.424890934251625,6.59646,17.483762251463375,Universal Bank
livquik technology india pvt,13.86549,233.66912127,17.33178,267.601876677,16.852568590796288,15.439953465656732,31.197269999999996,16.14626102822651,Universal Bank
lokmangal co op bank ltd solapur,20.34532,294.972022923,11.35873,321.469827159,14.498273948161051,28.301564273382674,31.704050000000002,21.39991911077186,Universal Bank
lokmangal coop bank,0.01727,15.29333596,0.02546,11.15207326,885.5434834973943,438.0233016496465,0.042730000000000004,661.7833925735204,Universal Bank
loknete dattaji patil sahakari bank ltd lasalgaon,0.00165,2.235740404,0.00197,1.648397986,1354.9941842424241,836.7502467005077,0.00362,1095.872215471466,Niche / Regional Bank
lokvikas nagari sahakari,0.00834,7.949241661,0.02526,6.77540325,953.1464821342926,268.22657363420427,0.033600000000000005,610.6865278842484,Niche / Regional Bank
lokvikas nagari sahakari bank ltd aurangabad,9.61323,119.270409807,4.27772,118.958053335,12.406902758698168,27.808751703010014,13.89095,20.10782723085409,Universal Bank
lonavala sahakari bank,39.73012,479.58567219,21.24294,447.89270811,12.07108541806569,21.08430886261506,60.973060000000004,16.577697140340376,Universal Bank
lonavala sahakari bank ltd lonavala,0.04805,28.02013431,0.07195,43.50750809,583.1453550468262,604.6908699096595,0.12,593.9181124782428,Universal Bank
luc,0.00035,0.005248181,0.00027,0.0243308,14.994802857142858,90.11407407407407,0.00062,52.55443846560846,Niche / Regional Bank
ludhiana central coop bank,0.00626,10.4423068,0.0073,11.6343904,1668.1001277955272,1593.7521095890409,0.01356,1630.926118692284,Niche / Regional Bank
m s,1.10827,25.121212613,0.67942,24.971463937,22.667051001109837,36.75409016072532,1.78769,29.710570580917576,Universal Bank
madheshwari urban development coop bank,0.0,0.0,0.0073,12.9704677,,1776.776397260274,0.0073,,Niche / Regional Bank
madhya pradesh gramin,0.0797,113.5138607,0.19701,130.4052727,1424.2642496863239,661.9220988782296,0.27671,1043.0931742822768,Universal Bank
madhya pradesh rajya sahakari bank maryadit,22.20316,262.35374323,8.69671,210.555365943,11.816054256691391,24.210921824805013,30.89987,18.0134880407482,Universal Bank
madhyanchal gramin,0.0,0.0,0.05059,56.6632989,,1120.049395137379,0.05059,,Niche / Regional Bank
madura sourashtra coop,0.0,0.0,0.00032,0.2677747,,836.7959374999998,0.00032,,Niche / Regional Bank
madurai district central,31.35852,370.517685576,15.95144,367.31486619,11.815534839526867,23.027066283044036,47.30996,17.421300561285452,Universal Bank
mahalakshmi,9.2723,122.68488512,4.49526,98.708357262,13.231332584148486,21.95831993299609,13.76756,17.59482625857229,Universal Bank
mahanagar,379.29976,5903.5518305000005,141.90878,4345.6031845,15.564343701403873,30.622511056046,521.20854,23.093427378724936,Universal Bank
mahanagar nagrik sah,0.02081,10.33220325,0.02037,14.51823927,496.50183805862565,712.7265228276879,0.041179999999999994,604.6141804431568,Retail Bank
mahanagar nagrik sahakari bank maryadit,10.07437,220.479725794,8.11101,211.34885111399998,21.88521225585322,26.057032492131064,18.185380000000002,23.97112237399214,Universal Bank
maharana pratap cooperative urban bank,0.01973,0.7034015,0.014879999999999999,1.358226,35.65136847440446,91.27862903225807,0.03461,63.46499875333126,Retail Bank
maharashtra godawari gramin,0.0374,41.4892222,0.46967,319.1531449,1109.3374919786095,679.5263587199523,0.50707,894.4319253492808,Universal Bank
maharashtra gramin,4727.68183,55584.682034,2372.06364,46576.426389,11.757280636205587,19.63540336927891,7099.74547,15.696342002742249,Universal Bank
maharashtra nagari sahakari bank maryadit latur,2.91558,61.345653294,2.24934,60.364284984,21.040634554359684,26.836443127317345,5.16492,23.938538840838515,Universal Bank
maharashtra state coop bank,0.57963,258.8621838,0.80222,463.3022959,446.5990093680452,577.5252373413776,1.38185,512.0621233547114,Universal Bank
mahatma fule district urban coop bank,0.01111,16.10281028,0.01912,11.0109581,1449.3978649864987,575.886929916318,0.03023,1012.6423974514083,Corporate Bank
mahatma fule urban coop bank ltd amravati,5.42046,127.659613856,3.4836400000000003,110.651380492,23.551435460459075,31.763150179697096,8.9041,27.657292820078084,Universal Bank
mahaveer cooperative urban bank,16.2487,314.880219153,11.50975,366.739490638,19.37879455913396,31.863375888963706,27.75845,25.621085224048834,Universal Bank
mahesh sahakari bank,37.97401,638.87264196,17.162,770.68978637,16.82394463897808,44.90675832478732,55.13601,30.865351481882698,Universal Bank
mahesh urban,0.02261,27.91806258,0.0369,19.3505583,1234.7661468376823,524.4053739837398,0.05951000000000001,879.585760410711,Universal Bank
mahesh urban coop bank ltd ahmedpur,3.36331,74.455688841,2.1393,70.5848699,22.137623008583805,32.99437661852008,5.50261,27.56599981355194,Universal Bank
mahesh urban cooperative bank ltd parbhani,3.75767,110.948592814,3.2376300000000002,113.783883247,29.525901107335127,35.144189807667956,6.9953,32.33504545750154,Universal Bank
mahila co operative nagrik bank ltd bharuch,0.00085,0.209792995,0.00094,0.5632388,246.81528823529413,599.1902127659575,0.00179,423.00275050062584,Niche / Regional Bank
mahila cooperative ba,0.00313,8.612082399,0.00354,5.276475564,2751.4640252396166,1490.529820338983,0.006670000000000001,2120.9969227893,Niche / Regional Bank
mahila nagrik sahakari bank maryaditmahasamund,1.5735000000000001,22.920571222,0.90569,23.762162428,14.566616601207498,26.236529527763363,2.47919,20.40157306448543,Universal Bank
mahila sahakari bank,0.00045,0.160031241,0.00042,0.110627,355.62498,263.39761904761906,0.00087,309.5112995238095,Niche / Regional Bank
mahismati nagrik sahakari bank ltd mandla,0.0,0.0,0.00081,0.457075221,,564.2903962962963,0.00081,,Niche / Regional Bank
mainpuri zila sahkari bank,0.0,0.0,0.0003,0.3085999,,1028.6663333333333,0.0003,,Niche / Regional Bank
makarpura industrial coop bank,0.02971,16.95157859,0.04408,18.87406084,570.5681114102996,428.1774237749546,0.07379,499.3727675926271,Universal Bank
malda district central co operative,0.00569,7.607734363,0.01513,10.10834258,1337.035916168717,668.0993113020489,0.020819999999999998,1002.567613735383,Niche / Regional Bank
malviya urban coop bank,0.0,0.0,0.02845,52.40859825,,1842.1299912126537,0.02845,,Niche / Regional Bank
mamasaheb pawar satyavijay coop bank kundai,0.00288,3.68028015,0.00769,6.80313795,1277.8750520833332,884.6733355006502,0.01057,1081.2741937919918,Niche / Regional Bank
mangal cooperative bank ltd mumbai,0.01117,3.576219243,0.07041,10.66838076,320.16286866606987,151.51797699190456,0.08158,235.84042282898722,Niche / Regional Bank
maninagar coop bank ltdahmedabad,0.00866,3.68275132,0.01202,5.7775044,425.2599676674365,480.6576039933444,0.020679999999999997,452.95878583039047,Niche / Regional Bank
manipal cooperative bank,0.0,0.0,0.00415,4.072392095,,981.2992999999999,0.00415,,Niche / Regional Bank
manipur rural,122.55754,1643.228279937,84.86407,1648.2939505499999,13.407810567485281,19.4227539469884,207.42161,16.41528225723684,Universal Bank
manmad urban cooperative bank ltd manmad,0.0,0.0,0.00167,0.4505988,,269.8196407185629,0.00167,,Niche / Regional Bank
manmandir cooperative bank,0.00101,2.618766018,0.00478,4.1067816,2592.8376415841585,859.1593305439329,0.00579,1725.9984860640457,Niche / Regional Bank
mann deshi mahila sahakari bank,30.50425,296.30418581,19.57141,284.09525625000003,9.71353781227206,14.515829786918777,50.07566,12.114683799595419,Universal Bank
mann deshi mahila sahakari bank ltdmhaswad,0.00135,1.5140048,0.00182,0.7182961,1121.4850370370368,394.6681868131868,0.00317,758.0766119251118,Niche / Regional Bank
manorama coop bank,0.0,0.0,0.00874,3.993290554,,456.8982327231122,0.00874,,Niche / Regional Bank
mansing cooperative bank,8.72151,102.264276716,4.90542,95.848031354,11.725524217251369,19.53920996652682,13.626930000000002,15.632367091889094,Universal Bank
manvi pattana souharda sahakari bank ni,22.790119999999998,382.1695244,15.18824,384.924734932,16.769087850349187,25.343603665204128,37.978359999999995,21.056345757776658,Universal Bank
manwath urban co op bank,0.00069,0.374728137,0.00032,0.1220222,543.0842565217392,381.319375,0.00101,462.20181576086964,Niche / Regional Bank
maratha cooperative bank ltd belgaum,15.1175,174.945855107,7.17794,176.62020843,11.572406489631222,24.605974475963855,22.29544,18.089190482797537,Universal Bank
markandey nagari sahakari bank,0.0,0.0,0.00822,3.386226,,411.9496350364964,0.00822,,Niche / Regional Bank
marketyard commercial coop bank,0.0094,23.13645135,0.00915,10.17796038,2461.3246117021276,1112.3453967213115,0.01855,1786.8350042117195,Corporate Bank
mashreq,0.0,0.0,0.00019,0.2139924,,1126.2757894736842,0.00019,,Niche / Regional Bank
mathura zila sahkari bank,0.00794,12.9827682,0.00311,14.4109858,1635.1093450881615,4633.757491961415,0.011049999999999999,3134.4334185247885,Corporate Bank
mayuram coop urban bank,0.0,0.0,0.00028,0.1611519,,575.5425,0.00028,,Niche / Regional Bank
mdpawar peoples cooperative bank,0.0,0.0,0.0027,1.677465,,621.2833333333333,0.0027,,Niche / Regional Bank
meenachil east urban coop bank,0.0,0.0,0.00621,1.4587371,,234.90130434782608,0.00621,,Niche / Regional Bank
meghalaya rural,305.78976,2696.16961858,174.2361,2490.31129072,8.81706967093993,14.292740084976652,480.02585999999997,11.55490487795829,Universal Bank
mehkar urban coop bank ltd mehkar,0.0,0.0,0.00097,0.2724977,,280.92546391752575,0.00097,,Niche / Regional Bank
mehsana district central coop bank ltd mehsana,0.03511,55.68914075,0.07139,88.20492824,1586.1333167188834,1235.536184899846,0.1065,1410.8347508093648,Universal Bank
mehsana samaj coop bank,0.00938,8.580439265,0.02487,17.33766111,914.7589834754799,697.1315283474065,0.03425,805.9452559114432,Niche / Regional Bank
mehsana urban,322.95669,7459.6030415,132.78809,5569.4117084,23.097843371815582,41.942102702132395,455.74478,32.51997303697399,Universal Bank
mehsana urban coop,0.54771,627.158237,0.67876,594.6117117,1145.0552975114567,876.0264477871413,1.22647,1010.540872649299,Universal Bank
merchants co operative bank ltd tiptur,0.26527,8.6724116,0.29374,9.7234537,32.69277189278848,33.10224586368898,0.55901,32.897508878238725,Retail Bank
merchants cooperative bank,0.0,0.0,0.00117,1.0385054,,887.611452991453,0.00117,,Niche / Regional Bank
mizoram cooperative apex bank,75.82136,1289.64424167,58.962450000000004,1099.13393458,17.00898324258494,18.641252773248056,134.78381000000002,17.825118007916497,Universal Bank
mizoram rural,1285.09843,16159.5856327,822.31283,13525.0190959,12.574589817762053,16.447535052931133,2107.41126,14.511062435346593,Universal Bank
mizoram urban cooperative development bank,0.0002,0.84214,0.0001,0.2809503,4210.7,2809.5029999999997,0.00030000000000000003,3510.1014999999998,Niche / Regional Bank
mizuho bank,0.00451,43.71033514,0.00674,55.30968431,9691.870319290465,8206.184615727003,0.01125,8949.027467508735,Corporate Bank
mobilepe fintech private,0.48123,2.8044464,0.23426999999999998,1.6762408,5.827663279512914,7.155166261151663,0.7155,6.491414770332289,Retail Bank
model coop bank,99.04922,1114.35778028,38.15678,915.79062069,11.250545741602004,24.000731211858024,137.20600000000002,17.625638476730014,Universal Bank
mogaveera coopbank ltdmgc,0.06692,24.89240559,0.16965,55.18857828,371.97258801554096,325.3084484526967,0.23657,348.6405182341189,Universal Bank
mohol urban coop bank ltd mohol,0.0,0.0,0.00081,0.4128272,,509.66320987654325,0.00081,,Niche / Regional Bank
moti urban coop bank ltd taloda dist dhule,0.00138,5.1771552,0.0029,1.43075934,3751.5617391304345,493.3652896551725,0.00428,2122.4635143928035,Niche / Regional Bank
moti urban cooperative bank ltd taloda,1.3289600000000001,28.001784261,0.74597,32.564239654,21.070449269353478,43.65355128758529,2.07493,32.36200027846938,Universal Bank
mprajya sahkari bank mydt,0.00527,5.167219274,0.01955,14.29836433,980.4970159392789,731.3741345268542,0.024820000000000002,855.9355752330665,Niche / Regional Bank
mslmuslim coop bank,0.0,0.0,0.07015,37.2951314,,531.6483449750534,0.07015,,Niche / Regional Bank
mudgal urban cooperative bank,0.0,0.0,0.00042,0.25804526,,614.3934761904761,0.00042,,Niche / Regional Bank
mufg bank,0.00236,27.15973746,0.01145,30.05400922,11508.363330508473,2624.8042986899563,0.01381,7066.583814599215,Corporate Bank
mugberia central cooperative bank,1.06081,17.0056138,0.45546,15.0021883,16.030781949642254,32.9385419136697,1.51627,24.484661931655978,Universal Bank
mumbai distcentral coopbank,33.51708,551.001935321,15.13095,734.046737787,16.43943730542756,48.5129312955895,48.64803,32.476184300508535,Universal Bank
murshidabad district central cooperative bank,0.00531,3.854612797,0.00447,4.3912817,725.9157809792845,982.3896420581656,0.00978,854.152711518725,Niche / Regional Bank
muzaffarnagar district cooperative bank,26.68842,424.88881605,11.88267,346.517385509,15.920343581598312,29.16157610276142,38.57109,22.540959842179866,Universal Bank
