entity name,remitter_value,beneficiary_value,remitter_share_%,beneficiary_share_%
citizen cooperative bank ltd noida,265.437648,218.1885784,0.000634339,0.000521424
madhya pradesh rajya sahakari bank maryadit,262.3537432,210.5553659,0.000626969,0.000503182
tirunelveli district central cooperative bank,260.6414777,252.6289794,0.000622877,0.000603729
shri gajanan maharaj urban coop bank ltd bhokardan,260.4035843,234.213605,0.000622308,0.00055972
the surat mercantile coop bank,260.3532983,174.8105469,0.000622188,0.000417759
the urban coop bank ltd dharangaon,260.1066721,248.2563037,0.000621599,0.000593279
valsad district central co operative bank,259.5971239,194.0424079,0.000620381,0.000463719
maharashtra state coop bank,258.8621838,463.3022959,0.000618625,0.001107192
sampada sahakari bank ltd pune,255.6821407,237.2590231,0.000611025,0.000566998
shree mahavir sahakari bank,255.6779969,107.8041918,0.000611015,0.000257629
rapipay fintech private,255.0664353,199.4723444,0.000609554,0.000476696
unity small finance bank,253.5483734,66.68142848,0.000605926,0.000159354
rajkot district coop,248.3383961,299.2585958,0.000593475,0.000715163
nkgsb coop bank,247.63716,317.214207,0.000591799,0.000758073
irinjalakuda town cooperative bank,247.4046515,249.78322,0.000591244,0.000596928
pudukottai district central,246.8042376,252.5968185,0.000589809,0.000603652
the kakinada cooperative town bank,246.7340501,283.5821313,0.000589641,0.0006777
laxmi urban coop bank latur,241.0753591,204.0159944,0.000576118,0.000487554
nagaur urban cooperative bank,239.8462072,231.6196491,0.000573181,0.000553521
livquik technology india pvt,233.6691213,267.6018767,0.000558419,0.000639511
the sirsi urban sahakari bank ltd sirsi,232.7590564,224.1343978,0.000556244,0.000535633
the dahod mercantile coop bank,229.4187776,244.9912798,0.000548261,0.000585476
sudha cooperative urban,226.4000042,240.3548819,0.000541047,0.000574396
the cooperative bank of rajkot,226.3825103,261.7547662,0.000541005,0.000625537
warangal urban cooperative bank,226.1824029,243.3976378,0.000540527,0.000581668
shri bharat urban cooperative bank ltd jaysingpur,223.7619696,183.2352118,0.000534743,0.000437893
bombay mercantile coop bank lt,221.5693453,223.6161645,0.000529503,0.000534394
cuddalore district central coop,220.7867043,232.6567672,0.000527633,0.000555999
mahanagar nagrik sahakari bank maryadit,220.4797258,211.3488511,0.000526899,0.000505078
the udaipur mahila urban coop bank,220.3846752,207.7843506,0.000526672,0.00049656
nandani sahakari bank ltd nandani,218.8324104,189.2707461,0.000522962,0.000452316
the kakatiya cooperative urban bank,218.0789475,211.882763,0.000521162,0.000506354
vardhaman mahila co operative urban bank,214.4126452,230.7652697,0.0005124,0.000551479
the navnirman cooperative bank,211.1946938,310.4638406,0.00050471,0.000741942
zila sahkari bank ltd lakhimpur kheri,209.6322182,213.0070828,0.000500976,0.000509041
rampur zila sahkari bank,209.5475403,170.854452,0.000500773,0.000408305
nainital bank,209.3588002,269.8647598,0.000500322,0.000644918
the junagadh commercial cooperative bank,207.5303538,215.9328251,0.000495953,0.000516033
the urban coop bank ltd no perinthalmanna,206.3412311,198.9434551,0.000493111,0.000475432
jampeta co operative urban bank,204.1113835,226.3741632,0.000487782,0.000540985
karnataka state coop apex bank,203.7229911,254.4606233,0.000486854,0.000608106
himatnagar nagarik sahakari bank,202.2753926,213.662607,0.000483395,0.000510607
shri mahila sewa sahakari bank,201.7090615,216.5612317,0.000482041,0.000517535
s s l s a kurundwad urban bank,200.9235482,178.9241815,0.000480164,0.00042759
the vani co operative urban bank,200.371818,166.1002009,0.000478845,0.000396944
sri vasavamba coop bank,199.9573501,198.0816023,0.000477855,0.000473372
virudhunagar district central,199.7071922,214.3582935,0.000477257,0.00051227
shri adinath coop bank,198.0065688,150.6930114,0.000473193,0.000360124
transerv,196.8719546,99.03818679,0.000470482,0.00023668
the commercial co operative bank ltd kolhapur,196.4920476,190.5312047,0.000469574,0.000455328
dilip urban cooperative bank,195.7833964,164.7511497,0.00046788,0.00039372
latur urban coop bank ltd latur,195.0487893,236.6540816,0.000466125,0.000565552
wana nagrik sahakari bank,194.4299521,224.5423922,0.000464646,0.000536608
the ashta peoples coop bank ltd ashta,192.0420084,151.1841197,0.000458939,0.000361297
the bangalore city,188.8915809,207.9003763,0.00045141,0.000496837
chartered sahakari bank niyamitha,188.7346285,196.4540838,0.000451035,0.000469483
akola urban coop bank,186.7642539,190.7910604,0.000446326,0.000455949
the malegaon merchants co operative bank,182.3037524,171.2585743,0.000435667,0.000409271
spice money,181.9774056,120.6986444,0.000434887,0.000288444
rajkot peoples cooperative bank,181.5865477,216.7185528,0.000433953,0.000517911
contai cooperative bank,178.4252957,207.3407628,0.000426398,0.0004955
the akola janta comm coop,176.8730551,184.4772862,0.000422688,0.000440861
maratha cooperative bank ltd belgaum,174.9458551,176.6202084,0.000418083,0.000422084
indore premier co operative bank,174.7647627,158.9110262,0.00041765,0.000379763
nagrik sahakari maryadit gwalior,173.6467068,156.5900182,0.000414978,0.000374216
the mahanagar coop bank,172.0445476,251.515871,0.000411149,0.000601069
sreenidhi souharda sahakari bank niyamitha,169.5187943,152.9951587,0.000405113,0.000365625
pali urban,168.775777,172.2224428,0.000403338,0.000411574
the saurashtra cooperative bank,167.395421,198.7782837,0.000400039,0.000475037
nagpur nagrik sahakari bank,166.4838506,182.6816076,0.000397861,0.00043657
saurashtra gramin,165.454396,156.3139646,0.0003954,0.000373557
surat merccoop bank,165.3007503,128.5332754,0.000395033,0.000307167
the union co operative bank,164.8983064,153.0083861,0.000394071,0.000365657
the davangere harihar urban sahakara bank niyamith,163.4400848,144.0308764,0.000390587,0.000344203
dombivli nagari sahakari bank ltddsb,163.2950953,210.8609793,0.00039024,0.000503912
shri mahalaxmi cooperative bank ltd kolhapur,161.9597076,120.8724057,0.000387049,0.000288859
siddheshwar urban coop bank maryadit sillod,159.7912192,172.4179954,0.000381867,0.000412042
the coop bank of rajkot naranpura,155.2084057,188.0576828,0.000370915,0.000449417
thoothukudi district central,154.003704,174.4048275,0.000368036,0.00041679
janatha seva co operative bank,153.0552843,161.4239532,0.000365769,0.000385768
the ap mahesh coop urban,151.3009703,250.3207212,0.000361577,0.000598212
udaipur mahila samrudhi urban coop bank,150.0679833,146.0582354,0.00035863,0.000349048
the babasaheb deshmukh sahakari bank,149.0168252,140.9447385,0.000356118,0.000336827
thanjavur district central,148.3204843,155.3542716,0.000354454,0.000371263
gujarat ambuja cooperative bank,147.1381029,60.97348923,0.000351628,0.000145713
the pratap cooperative bank,147.0999484,134.1295027,0.000351537,0.000320541
the chiplun urban cooperative bank,145.7232301,126.5728419,0.000348247,0.000302482
sivagangai district central,144.8652147,157.2171393,0.000346197,0.000375715
the nawanagar co operative bank,141.5446457,175.2392238,0.000338261,0.000418784
raje vikramsinh ghatage cooperative bank ltdkagal,137.9545609,132.0244226,0.000329682,0.00031551
shri swami samarth sahakari bank,137.7684722,134.6386946,0.000329237,0.000321757
the bhuj commercial coop bank,137.0941992,199.9101918,0.000327626,0.000477742
karad urban coop bank,136.7905509,153.3735558,0.0003269,0.00036653
the guntur cooperative urban bank,135.9580527,162.3984503,0.00032491,0.000388097
bhingar urban cooperative bank,135.8910304,146.5263983,0.00032475,0.000350166
the shirpur peoples coop bank,135.6942608,115.4215863,0.00032428,0.000275833
guardian souharda sahakari bank niyamita,132.2176715,124.9633062,0.000315972,0.000298635
uttarakhand gramin,130.9747929,150.710939,0.000313002,0.000360167
vilas cooperative bank ltd latur,128.0060787,76.78881343,0.000305907,0.000183509
mahatma fule urban coop bank ltd amravati,127.6596139,110.6513805,0.000305079,0.000264433
the gandhinagar nagarik coop bank,127.5545308,129.9753783,0.000304828,0.000310613
the naval dockyard,126.967951,90.15246264,0.000303426,0.000215445
vidya sahakari bank,125.5144675,126.1054689,0.000299953,0.000301365
the coop bank of mehsana,125.049236,117.1496903,0.000298841,0.000279962
the sarvodaya sahakari bank ltd modasa,123.0811985,128.7242654,0.000294138,0.000307623
mahalakshmi,122.6848851,98.70835726,0.00029319,0.000235892
priyadarshani urban coop bank,122.1752482,114.8236781,0.000291973,0.000274404
the merchants souharda sahakara bank ni chitadurga,122.1627704,106.9692159,0.000291943,0.000255633
jivan commercial cooperative bank,120.6637991,111.9999262,0.00028836,0.000267656
the navnirman coop bank,119.8779285,103.2560998,0.000286482,0.00024676
bellad bagewadi urban souharada sahakari bank nyt,119.3762019,106.8163726,0.000285283,0.000255268
lokvikas nagari sahakari bank ltd aurangabad,119.2704098,118.9580533,0.000285031,0.000284284
the sultans battery cooperative urban bank,119.216566,111.0937851,0.000284902,0.00026549
rajarambapu sahkari bank,118.7046112,128.4356577,0.000283678,0.000306933
abhinandan urban coop bank amravati,118.3636989,110.623708,0.000282864,0.000264367
the nasik merchants coop bank,116.6036066,132.1226764,0.000278657,0.000315745
sree charan souhardha cooperative bank,116.3939938,100.8757025,0.000278157,0.000241071
jankalyan urban cooperative maryadit kallam,116.2591505,108.0830066,0.000277834,0.000258295
veraval mer coop bank,116.1867643,80.72459809,0.000277661,0.000192914
pune peoples coop bank ltd pune,115.2713142,138.8336981,0.000275474,0.000331783
the quilon cooperative urban bank,114.4066825,131.978528,0.000273407,0.0003154
peoples urban cooperative bank,114.1306473,156.8090826,0.000272748,0.00037474
madhya pradesh gramin,113.5138607,130.4052727,0.000271274,0.00031164
shrikrishna cooperative bank ltd umrer,112.7656674,103.4205369,0.000269486,0.000247153
shree kadi nagrik sahkari bank ltd kadi,112.0130327,105.2538722,0.000267687,0.000251534
the rajkot commercial,111.9579529,119.3470402,0.000267555,0.000285214
karnataka mahila sahakara bank niyamitha,111.7106635,107.5878822,0.000266964,0.000257112
the bavla nagrik sahakari,111.4540076,119.1613103,0.000266351,0.00028477
mahesh urban cooperative bank ltd parbhani,110.9485928,113.7838832,0.000265143,0.000271919
the amravati zilla parishad shikshak sahakari,110.8853344,67.40864304,0.000264992,0.000161092
union bank credit card,110.7876634,0.449765378,0.000264759,1.07E-06
the annasaheb savant coop urban bank mahad,110.5073545,124.7410245,0.000264089,0.000298104
the kodungallur town co operative bank,110.0021064,186.8810456,0.000262881,0.000446605
the bhagyodaya cooperative bank,109.7004508,112.9075436,0.00026216,0.000269825
the mehsana nagarik sahakari,109.4568609,107.4560626,0.000261578,0.000256797
annasaheb chougule urban coop bank,108.8410184,89.28688546,0.000260107,0.000213376
kanyakumari district central,108.6188804,116.9317427,0.000259576,0.000279442
rani channamma mahila sahakari bank niyamit belagavi,108.1947803,153.1409305,0.000258562,0.000365974
vijay commercial co operative bank,107.1912375,100.618688,0.000256164,0.000240457
the udupi cooperative town bank,106.6342928,97.80733313,0.000254833,0.000233738
andhra pradesh grameena vikas,106.2471148,88.04225818,0.000253908,0.000210402
the gandevi peoples co operative bank,104.6047494,86.68313265,0.000249983,0.000207154
the financial co operative bank,103.6351308,129.7941623,0.000247666,0.00031018
krishna sahakari ltd rethare,102.9772085,62.6049692,0.000246093,0.000149612
the chandigarh state coop bank,102.3667435,90.65648945,0.000244634,0.000216649
the bicholim urban cooperative bank,102.3348449,79.8843396,0.000244558,0.000190906
the railway employees cooperative bank,102.2698748,71.28627299,0.000244403,0.000170359
mansing cooperative bank,102.2642767,95.84803135,0.00024439,0.000229056
obopay mobile technology india pvt,102.1481618,4.416445747,0.000244112,1.06E-05
bhavani urban cooperative bank ltd georai,101.4687659,90.66055819,0.000242488,0.000216659
commercial coop bank,101.1612161,85.9056046,0.000241754,0.000205296
the gandhi gunj cooperative bank,101.0844258,93.10122186,0.00024157,0.000222492
shri janata sahakari bank ltdhalol,101.0328167,85.59161023,0.000241447,0.000204545
balancehero india private,100.0942926,98.28918632,0.000239204,0.00023489
shri yashwant sahakari bank maryadit kuditre,98.75306615,92.24935406,0.000235999,0.000220456
navanagara urban cooperative bank,98.46608277,105.6081425,0.000235313,0.000252381
shree bharat cooperative bank,97.15878941,105.3959001,0.000232189,0.000251873
the bhuj mercentile coop bank,97.15166446,93.6583055,0.000232172,0.000223823
shri chhatrapati rajarshi shahu urban coop,96.85142566,84.37085407,0.000231454,0.000201628
sri sudha cooperative bank,95.55179162,119.6203414,0.000228348,0.000285867
solapur janata sahakari bank,95.45754315,131.8485412,0.000228123,0.00031509
the jamkhandi urban cooperative bank,94.54333113,135.668141,0.000225938,0.000324218
citizen credit coopbank,94.44773221,126.75573,0.00022571,0.000302919
the andhra pragathi grameena bank,92.99693557,55.10892597,0.000222243,0.000131698
panchsheel mercoop,92.74615023,48.88111943,0.000221643,0.000116815
the vallabh vidyanagar commercial cooperative bank,91.53617752,83.62278131,0.000218752,0.00019984
the ssk coop bank,90.98877774,88.83769108,0.000217444,0.000212303
alavi co operative bank,90.71987285,101.5193803,0.000216801,0.000242609
samata co operative development bank,90.35465472,81.80582846,0.000215928,0.000195498
the veraval mercantile cooperative bank,89.9843147,128.6714155,0.000215043,0.000307497
shinhan,89.67150629,97.2999269,0.000214296,0.000232526
the shahada peoples coop bank,89.3801436,113.7354149,0.000213599,0.000271803
kurmanchal nagar sahkari bank,87.6161637,72.30527124,0.000209384,0.000172794
the modasa nagarik sahakari,87.26622694,99.30440746,0.000208547,0.000237316
bhausaheb sahakari bank ltd udgir,87.21226544,72.27261029,0.000208419,0.000172716
koyana sahakari bank ltdkarad,86.89155675,72.77856936,0.000207652,0.000173925
tamilnadu state apex coop bk,86.42621945,134.0512785,0.00020654,0.000320354
indore paraspar sahakari bank ltd indore,85.78279892,79.32544987,0.000205002,0.000189571
kolhapur mahila sahakari bank ltd kolhapur,85.56837815,90.09689238,0.00020449,0.000215312
the baroda city co operative bank,85.12751062,107.669196,0.000203436,0.000257306
urban co operativa bank ltd siddharthnagar,83.85537001,123.746016,0.000200396,0.000295726
zoroastrian coop,81.89056447,85.90728041,0.000195701,0.0002053
sarakari naukarara sahakari bank niyamat vijayapur,79.92007817,92.05845418,0.000190992,0.00022
the zoroastrian co operative bank,79.78609422,105.4882363,0.000190672,0.000252094
dr appasaheb urf sa re patil jaysingpur udgaon sahakari bank ltd jaysingpur,78.91516655,64.77187107,0.00018859,0.000154791
the kangra cooperative bank,78.81886239,84.94236885,0.00018836,0.000202994
the hyderabad district cooperative bank ltd hdd,78.7869593,96.4842645,0.000188284,0.000230577
omprakash deora peoples co operative bank,78.63117737,63.80221938,0.000187912,0.000152474
the washim urban cooperative bank,78.22078804,126.2720009,0.000186931,0.000301763
the mandvi nagrik sahakari bank,77.59775991,72.14494458,0.000185442,0.000172411
rajkot commercial,76.87574182,51.80204455,0.000183716,0.000123796
the rajasthan state co operative bank,76.24573028,118.568095,0.000182211,0.000283352
the gandhidham mercantile coop bank,76.2329083,87.72994096,0.00018218,0.000209656
shree mahuva nagrik sahakari bank,76.17717526,52.54243878,0.000182047,0.000125565
the nawnagar co op bank,75.88709653,90.4222898,0.000181354,0.00021609
janata co operative bank,74.95217888,108.0925727,0.00017912,0.000258318
jodhpur nagrik sahakari bank,74.82232899,99.26858517,0.000178809,0.00023723
mahesh urban coop bank ltd ahmedpur,74.45568884,70.5848699,0.000177933,0.000168683
kashmir mercantile co operative bank,73.73350685,85.10884258,0.000176207,0.000203392
delhi state coop bank,73.50515967,88.51164352,0.000175661,0.000211524
the financial coop bank,72.4536788,99.49152262,0.000173149,0.000237763
unjha nagrik sahakari bank,71.85632797,58.79346458,0.000171721,0.000140504
nagarik sahakari bank maryadit vidisha,70.34642036,55.14731028,0.000168113,0.00013179
the vijay coop bank,68.72675388,76.12345029,0.000164242,0.000181919
appasaheb birnale sahakari bank ltd dudhgaon,68.41246572,49.76159501,0.000163491,0.000118919
textile trders coop bank,68.09558468,41.92090487,0.000162734,0.000100182
the west bengal state coop bank,67.40657109,99.0102089,0.000161087,0.000236613
sanmitra mahila nagari sahakari bank maryadit chandrapur,67.35168675,53.48408125,0.000160956,0.000127815
scdcc,67.19125114,43.81566098,0.000160573,0.00010471
kashipur urban cooperative bank,67.11906017,80.75533226,0.0001604,0.000192988
sarvodaya commercial cooperative bank,66.79078061,74.79118148,0.000159616,0.000178735
the agrasen nagari sahakari bank,66.67621658,54.84795758,0.000159342,0.000131075
the kaira district coop bank,66.6610737,49.66408819,0.000159306,0.000118686
sadhana sahakari ltd yes,66.50619852,131.0037642,0.000158935,0.000313071
sardar vallabhbhai sahakari bank,64.34587767,189.3595929,0.000153773,0.000452529
azad urban cooperative bank,64.11535861,108.6028596,0.000153222,0.000259537
banaskantha mercantile coop bank ltd palanpur,63.88814629,54.47128495,0.000152679,0.000130175
shree mahesh cooperative bank,63.60134933,82.76273615,0.000151994,0.000197785
satara district central coop bank,62.18365876,90.51653934,0.000148606,0.000216315
vidarbha merchants urban coop bank,61.55728582,88.56434691,0.000147109,0.00021165
maharashtra nagari sahakari bank maryadit latur,61.34565329,60.36428498,0.000146603,0.000144258
the mahaveer co operative bank,61.30618166,72.05676709,0.000146509,0.0001722
sharad sahakari bank ltd manchar,58.72660917,83.52417842,0.000140344,0.000199605
the model coop bank,58.36776138,82.34100966,0.000139486,0.000196777
the yadagiri lakshmi narasimha swamy coop urban bank,57.79173571,62.19629055,0.00013811,0.000148636
bhausaheb birajdar urban cooperative bank ltd omerga,57.78047268,55.99515414,0.000138083,0.000133816
jamnagar district coop bank,57.55797764,64.29728105,0.000137551,0.000153657
the ranuj nagrik sahakari bank,57.48571915,58.7057378,0.000137378,0.000140294
indraprastha seh bank,57.32796227,71.20471758,0.000137001,0.000170164
solapur dcc,57.11791581,40.02333854,0.0001365,9.56E-05
the naroda nagrik co operative bank,56.74939871,72.76883494,0.000135619,0.000173902
the kopargaon peoples coopbank,56.03152514,66.62413925,0.000133903,0.000159217
mehsana district central coop bank ltd mehsana,55.68914075,88.20492824,0.000133085,0.000210791
greater bombay coopbank,55.62155824,106.412158,0.000132924,0.000254302
veerashaiva sahakari bank,55.3684007,81.97393424,0.000132319,0.0001959
saraswat cooperative bank credit card,55.06209896,0.030427335,0.000131587,7.27E-08
omprakash deora peoples co operative bank ltd hingoli,54.98298261,82.48574203,0.000131397,0.000197123
bharati sahakari bank,54.90492411,72.03564251,0.000131211,0.00017215
amreli nagrik sahakari bank,54.28669855,33.96777775,0.000129734,8.12E-05
kolhapur district central coop,54.10105107,102.4647317,0.00012929,0.000244869
shri chatrapati shivaji maharaj sahakari bank niya,53.76464811,57.81380399,0.000128486,0.000138163
chittorgarh urban co operative bank,53.03520028,65.42458477,0.000126743,0.000156351
citibank corporate,52.26489247,12360.44447,0.000124902,0.029538793
latur district central co op bank ltd latur,51.88950418,41.21378638,0.000124005,9.85E-05
shivalik mercantile cooperative bank,50.92303459,64.80314542,0.000121695,0.000154866
kottayam cooperative urban bank,50.82855491,58.01100834,0.000121469,0.000138634
the shoranur co operative urban bank,50.75962363,48.00537454,0.000121305,0.000114722
the chandrapur districtcentral coop bank,50.67219501,90.19175636,0.000121096,0.000215539
sonebhadra nagar sahkari,50.17633539,49.06458464,0.000119911,0.000117254
durgapur steel peoples co op bank,49.80167523,29.76246425,0.000119015,7.11E-05
ramrajya sahakari bank,49.57540257,49.68453833,0.000118475,0.000118735
gondal nagarik sahakari bank,48.84777855,34.28193578,0.000116736,8.19E-05
the gandhidham co operative bank,48.84028334,60.60540018,0.000116718,0.000144834
sbpp cooperative bank ltd killa pardi,48.38069508,68.60035055,0.000115619,0.00016394
the bangalore city coop bank,48.2450342,50.32148794,0.000115295,0.000120257
the bhagyoday coop bank,48.0565329,62.70394187,0.000114845,0.000149849
rajkot peoples coop,47.71805909,55.70851164,0.000114036,0.000133131
the gandhinagar urban coop bank,47.50284977,47.0324587,0.000113522,0.000112397
aurangabad dist central co,47.42290102,95.3043493,0.000113331,0.000227757
liluah cooperative bank,47.28058935,58.56902055,0.00011299,0.000139967
the hindusthan coop bank,47.06181852,122.1012734,0.000112468,0.000291796
sundarlal savji coop,47.05632802,54.78449153,0.000112454,0.000130923
sant sopankaka sahakari bank ltd saswad,46.96954451,126.0873978,0.000112247,0.000301322
vikramaditya nagrik sahakari,46.81849834,79.79159386,0.000111886,0.000190685
up cooperative bank,46.73182069,71.35172493,0.000111679,0.000170515
sardar singh nagrik sahkari bank maryadit,46.26340712,48.83636529,0.00011056,0.000116708
northern railway primary,46.11607275,31.22764998,0.000110207,7.46E-05
sadalga urban souharda sahakari bank niyamit,46.08045899,49.20005005,0.000110122,0.000117577
jharkhand rajya gramin,45.25393987,44.17365945,0.000108147,0.000105566
goa state co op,45.12179902,101.2284441,0.000107831,0.000241914
the khattri cooperative urban,44.52200865,59.8675818,0.000106398,0.000143071
shikshak sahakari bank,44.49289399,72.83055228,0.000106328,0.000174049
indian bank credit card,44.00416377,0.109328508,0.00010516,2.61E-07
mizuho bank,43.71033514,55.30968431,0.000104458,0.000132178
the karnavati coop bank,43.59318506,43.31569513,0.000104178,0.000103515
dreampurse technologies pvt,43.0175796,1.7104595,0.000102803,4.09E-06
the krishna district,42.2936742,35.1940674,0.000101073,8.41E-05
textile traders,42.17979534,52.41202156,0.000100801,0.000125253
dhanera mercantile cooperative bank,41.96178649,32.88654805,0.00010028,7.86E-05
vidharbha konkan gramin,41.56640777,84.24317057,9.93E-05,0.000201323
maharashtra godawari gramin,41.4892222,319.1531449,9.92E-05,0.000762707
the nav jeevan coop bank ltd njc,40.906913,57.2093611,9.78E-05,0.000136718
shri chhani nagrik sahkari bank,40.47357369,39.31222871,9.67E-05,9.39E-05
the jalgaon district central coop bank,40.40772104,74.33481444,9.66E-05,0.000177644
sahakarmaharshi bhausaheb thorat amrutvahinisahakari bank sts,40.1087546,33.8426826,9.59E-05,8.09E-05
the maharashtra mantralaya and allied offices co operative bank,40.07639273,51.62706082,9.58E-05,0.000123378
navsarjan industrial co operative bank,39.95776436,30.56286691,9.55E-05,7.30E-05
sree mahayogi lakshmamma coop,39.50978633,9.512990377,9.44E-05,2.27E-05
the punjab state cooperative bank,39.2251551,34.34076453,9.37E-05,8.21E-05
shri mahavir urban cooperative bank,39.0611865,39.3972185,9.33E-05,9.42E-05
rajlaxmi urban co operative bank,38.91385843,49.10920818,9.30E-05,0.00011736
business coop bank,38.84517774,56.4882619,9.28E-05,0.000134995
shree mahalaxmi urban co operative credit bank,38.70872557,39.67972447,9.25E-05,9.48E-05
the sangamner merchants co op,38.38819783,23.78670618,9.17E-05,5.68E-05
raigad district central co op bank,38.37792965,37.86451077,9.17E-05,9.05E-05
balasinor nagrik sahakari bank,38.28166172,37.29593957,9.15E-05,8.91E-05
the commercial cooperative bank,38.27102147,79.67541261,9.15E-05,0.000190407
the himachal pradesh state coop,38.12081277,65.76077141,9.11E-05,0.000157154
chennai central coop bank,37.78955691,40.18443654,9.03E-05,9.60E-05
tirupati urban coop bank,37.05431722,41.52259659,8.86E-05,9.92E-05
the bhandara dist central co operative bank,37.01257171,46.2812656,8.85E-05,0.000110602
icici bank pockets ipp,36.85960737,7.167727454,8.81E-05,1.71E-05
the muvattupuzha urban,36.76192398,48.46215941,8.79E-05,0.000115814
tamlukghatal central cooperative bank,36.56233193,25.18931305,8.74E-05,6.02E-05
the ambika mahila sahakari bank ltd ahmednagar,36.4503766,39.56373138,8.71E-05,9.45E-05
jp morgan chase,36.09177742,110.6390261,8.63E-05,0.000264403
pine labs private,36.01319936,0.25426516,8.61E-05,6.08E-07
the pandharpur urban coop bk,35.92779388,31.52983332,8.59E-05,7.53E-05
the davangere urban co op bank,35.31240008,39.58589849,8.44E-05,9.46E-05
godavari urban cooperative bank ltd nashik,34.92002717,35.60294949,8.35E-05,8.51E-05
sindhudurg district central coop bank,34.81806125,31.79724163,8.32E-05,7.60E-05
deccan merchants coopbank ltddmc,34.79180842,44.36272665,8.31E-05,0.000106017
shri rukmini sahakari bank,34.45044305,43.93472021,8.23E-05,0.000104994
samruddhi cooperative bank ltd nagpur,33.95446535,33.9125571,8.11E-05,8.10E-05
nilkanth urban coop bank,33.73849343,35.87186015,8.06E-05,8.57E-05
haveli sahakari bank maryadit moshi,33.47180282,49.60395819,8.00E-05,0.000118543
kankaria maninagar sahakari,33.46292316,34.75004703,8.00E-05,8.30E-05
the idar nagrik sahakari,33.40886116,30.91218344,7.98E-05,7.39E-05
the yavatmal district central co op bank ltdyavat,33.3025647,50.79647523,7.96E-05,0.000121393
smart payment solutions pvt,33.16254248,0.500344932,7.93E-05,1.20E-06
the kanara district central cooperative bank,33.07231128,38.1658962,7.90E-05,9.12E-05
shirpur peoples coop,32.87670989,25.93768903,7.86E-05,6.20E-05
vardhaman mahila coop bank,32.52440282,42.03710901,7.77E-05,0.00010046
the wardha nagari sahakari adhikosh,32.39137584,20.70955883,7.74E-05,4.95E-05
the nanded merchant coop bank ltd nanded,32.21097091,40.57730853,7.70E-05,9.70E-05
janatha seva coop bank,32.07107574,25.96557144,7.66E-05,6.21E-05
the chikhli urban coop,32.06597627,30.45480798,7.66E-05,7.28E-05
sri seetharaghava souharda sahakara bank niyamitha,32.05985914,27.91133316,7.66E-05,6.67E-05
the vita merchants coop bank,31.94454981,42.88958026,7.63E-05,0.000102497
kurla nagrik sahakari bank,31.85920506,51.92221532,7.61E-05,0.000124083
nasik road deolali vyapari sahkari,31.8497468,38.39084502,7.61E-05,9.17E-05
ahmednagar shahar sahakari bank,31.78758022,39.78165855,7.60E-05,9.51E-05
kangra coop bank,31.50289977,43.3820411,7.53E-05,0.000103674
the united coop bank,31.15006371,22.42277651,7.44E-05,5.36E-05
shree balaji urban cooprative bank,30.78599909,51.43643181,7.36E-05,0.000122922
the bapuji co operative bank,30.74892681,28.20278305,7.35E-05,6.74E-05
sardar vallabhai co ban,30.71437335,32.18536389,7.34E-05,7.69E-05
the union coop bank,30.36449586,35.9877266,7.26E-05,8.60E-05
the chitnavispura sahakari bank,30.31111137,29.1284515,7.24E-05,6.96E-05
ambarnath jai hind coop bank,30.19265616,74.93973236,7.22E-05,0.00017909
the kalol nagarik sahakari bank,29.93452591,37.73733176,7.15E-05,9.02E-05
the makarpura industrial estate coop bank,29.93142625,27.26849944,7.15E-05,6.52E-05
shri anand nagari sahakari,29.76173889,22.56505328,7.11E-05,5.39E-05
ratnagiri dist central coop bank,29.46333983,34.23833387,7.04E-05,8.18E-05
daivadnya sahakara bank niyamit,28.88133618,35.80545784,6.90E-05,8.56E-05
valsad district central coop bank,28.59135231,20.47767112,6.83E-05,4.89E-05
jamnagar peoples co op bank,28.53286684,26.27796897,6.82E-05,6.28E-05
odisha gramya,28.26444029,51.8111256,6.75E-05,0.000123817
the panchsheel mercantile coop bank,28.04140264,22.14337102,6.70E-05,5.29E-05
lonavala sahakari bank ltd lonavala,28.02013431,43.50750809,6.70E-05,0.000103974
moti urban cooperative bank ltd taloda,28.00178426,32.56423965,6.69E-05,7.78E-05
the lunawada peoples cooperative bank,27.95366245,40.30913945,6.68E-05,9.63E-05
mahesh urban,27.91806258,19.3505583,6.67E-05,4.62E-05
the kottakkal coop urban bank,27.80469969,19.3919382,6.64E-05,4.63E-05
the raipur urban mercantile co op bank,27.74386576,25.89599448,6.63E-05,6.19E-05
prerana coop bank ltdthergaon,27.72830599,37.87480088,6.63E-05,9.05E-05
shree mahesh coop bank,27.53003254,24.13133955,6.58E-05,5.77E-05
transcorp international,27.48529745,239.0553348,6.57E-05,0.000571291
the raichur district central cooperative bank,27.30291664,28.51254166,6.52E-05,6.81E-05
mufg bank,27.15973746,30.05400922,6.49E-05,7.18E-05
the vaish co operative new bank,27.13868194,27.39508977,6.49E-05,6.55E-05
gondia district central co op bank ltd gondia,27.12397166,23.53085369,6.48E-05,5.62E-05
chaitanya mahila sahakari bank ltd vijayapur,27.11792131,25.3118749,6.48E-05,6.05E-05
the umreth urban co operative bank,26.87673466,30.3677317,6.42E-05,7.26E-05
the mudalagi cooperative bank ltd mudalagi,26.71428591,24.2031669,6.38E-05,5.78E-05
sardargunj mer co op bank ltd patan,26.51085892,18.40676056,6.34E-05,4.40E-05
