entity name,remitter_value,beneficiary_value,remitter_share_%,beneficiary_share_%,net_flow_value,flow_type
akola urban coop bank,186.7642539,190.7910604,0.00044632632887080037,0.0004559494285260012,4.026806499999992,Net Receiver
the malegaon merchants co operative bank,182.303752425,171.258574281,0.0004356666913508416,0.00040927100520271375,-11.045178144000005,Net Sender
spice money,181.977405603,120.6986444,0.00043488679275697096,0.00028844369239662256,-61.27876120299999,Net Sender
rajkot peoples cooperative bank,181.586547656,216.718552756,0.00043395272647313114,0.0005179105356032721,35.132005100000015,Net Receiver
contai cooperative bank,178.425295669,207.340762772,0.0004263980153090307,0.0004954996428964686,28.915467102999997,Net Receiver
the akola janta comm coop,176.8730551,184.4772862,0.0004226884947759577,0.0004408608717964731,7.604231100000021,Net Receiver
maratha cooperative bank ltd belgaum,174.945855107,176.62020843,0.000418082902003713,0.0004220841528474555,1.6743533229999912,Net Receiver
indore premier co operative bank,174.764762736,158.911026186,0.0004176501302529784,0.0003797630319999369,-15.853736550000008,Net Sender
nagrik sahakari maryadit gwalior,173.646706782,156.590018192,0.0004149782174056294,0.00037421632417070273,-17.056688589999993,Net Sender
the mahanagar coop bank,172.0445476,251.515871,0.00041114940214234246,0.0006010686109047352,79.47132340000002,Net Receiver
sreenidhi souharda sahakari bank niyamitha,169.518794288,152.995158664,0.00040511339589469183,0.00036562538629349574,-16.523635624000008,Net Sender
pali urban,168.775777018,172.222442819,0.00040333774470083835,0.0004115744428383866,3.4466658009999946,Net Receiver
the saurashtra cooperative bank,167.395421016,198.77828366399999,0.0004000389912507411,0.00047503716709768935,31.382862647999985,Net Receiver
nagpur nagrik sahakari bank,166.4838506,182.6816076,0.0003978605343523544,0.0004365695877616244,16.197756999999996,Net Receiver
saurashtra gramin,165.454396,156.3139646,0.0003954003596520974,0.00037355661570610767,-9.140431400000011,Net Sender
surat merccoop bank,165.3007503,128.5332754,0.00039503317953172763,0.00030716676841324964,-36.767474899999996,Net Sender
the union co operative bank,164.89830644,153.008386131,0.00039407142541197736,0.00036565699708284225,-11.88992030899999,Net Sender
the davangere harihar urban sahakara bank niyamith,163.440084786,144.03087643199999,0.0003905865898295848,0.0003442026878072191,-19.409208354000015,Net Sender
dombivli nagari sahakari bank ltddsb,163.2950953,210.8609793,0.00039024009619571256,0.0005039122001245922,47.56588399999998,Net Receiver
shri mahalaxmi cooperative bank ltd kolhapur,161.959707592,120.872405701,0.0003870488072799549,0.00028885894437816076,-41.087301890999996,Net Sender
siddheshwar urban coop bank maryadit sillod,159.791219227,172.417995412,0.0003818665872836823,0.0004120417713014614,12.626776185000011,Net Receiver
the coop bank of rajkot naranpura,155.2084057,188.0576828,0.00037091465031130775,0.0004494172463993706,32.84927710000002,Net Receiver
thoothukudi district central,154.003704023,174.404827488,0.00036803567285362043,0.00041678987085984776,20.401123464999984,Net Receiver
janatha seva co operative bank,153.055284303,161.423953243,0.00036576915405777565,0.0003857683849402924,8.368668939999992,Net Receiver
the ap mahesh coop urban,151.3009703,250.3207212,0.00036157672155372227,0.0005982124610035265,99.01975090000002,Net Receiver
udaipur mahila samrudhi urban coop bank,150.067983257,146.058235401,0.00035863014816531517,0.00034904763788713705,-4.009747856000018,Net Sender
the babasaheb deshmukh sahakari bank,149.01682517,140.944738467,0.000356118106807097,0.00033682748459516054,-8.072086702999997,Net Sender
thanjavur district central,148.320484301,155.354271643,0.00035445400215530483,0.0003712631568072096,7.033787342000011,Net Receiver
gujarat ambuja cooperative bank,147.138102856,60.973489232,0.00035162836524325224,0.00014571347060119745,-86.164613624,Net Sender
the pratap cooperative bank,147.099948444,134.129502684,0.00035153718441885694,0.0003205405429847201,-12.970445760000018,Net Sender
the chiplun urban cooperative bank,145.723230143,126.572841856,0.00034824712429041513,0.0003024817556449575,-19.150388287,Net Sender
sivagangai district central,144.865214686,157.217139315,0.0003461966522057395,0.0003757150082130733,12.351924628999996,Net Receiver
the nawanagar co operative bank,141.544645685,175.239223799,0.0003382612077026814,0.00041878389783557216,33.694578113999995,Net Receiver
raje vikramsinh ghatage cooperative bank ltdkagal,137.954560948,132.024422608,0.00032968167865715935,0.0003155098562447786,-5.930138339999985,Net Sender
shri swami samarth sahakari bank,137.768472229,134.638694641,0.00032923696671115704,0.0003217574017899359,-3.129777587999996,Net Sender
the bhuj commercial coop bank,137.094199194,199.91019184499999,0.0003276255994281583,0.00047774218318800754,62.81599265099999,Net Receiver
karad urban coop bank,136.7905509,153.37355580000002,0.0003268999454258594,0.0003665296737247484,16.58300490000002,Net Receiver
the guntur cooperative urban bank,135.958052712,162.39845025099999,0.00032491045411645405,0.0003880972223237964,26.440397538999974,Net Receiver
bhingar urban cooperative bank,135.89103039,146.52639832399998,0.0003247502852066868,0.0003501664461622805,10.635367933999987,Net Receiver
the shirpur peoples coop bank,135.694260762,115.421586296,0.000324280048189353,0.00027583266323323883,-20.272674465999998,Net Sender
guardian souharda sahakari bank niyamita,132.217671461,124.963306169,0.0003159717487835274,0.00029863531297022586,-7.254365292000003,Net Sender
uttarakhand gramin,130.9747929,150.710939,0.0003130015367982062,0.0003601665946276538,19.736146099999985,Net Receiver
vilas cooperative bank ltd latur,128.006078714,76.788813428,0.00030590694949664737,0.000183508679737315,-51.217265286000014,Net Sender
mahatma fule urban coop bank ltd amravati,127.659613856,110.651380492,0.00030507897313112356,0.00026443290160014496,-17.008233364000006,Net Sender
the gandhinagar nagarik coop bank,127.554530842,129.975378276,0.0003048278473675692,0.00031061308283075625,2.420847433999981,Net Receiver
the naval dockyard,126.967951008,90.152462642,0.00030342604794165204,0.00021544491516349665,-36.815488366,Net Sender
vidya sahakari bank,125.514467533,126.105468887,0.0002999525355862391,0.00030136483518926484,0.5910013539999994,Net Receiver
the coop bank of mehsana,125.04923596500001,117.149690293,0.0002988407323718434,0.000279962458561247,-7.899545672000002,Net Sender
the sarvodaya sahakari bank ltd modasa,123.08119854899999,128.72426536,0.0002941375469569621,0.00030762319316886256,5.643066811000011,Net Receiver
mahalakshmi,122.68488512,98.708357262,0.000293190443246514,0.00023589165545803142,-23.976527857999997,Net Sender
priyadarshani urban coop bank,122.17524815,114.823678137,0.00029197252068838503,0.0002744037918655996,-7.351570013,Net Sender
the merchants souharda sahakara bank ni chitadurga,122.162770442,106.969215941,0.0002919427016545599,0.00025563332357354704,-15.193554500999994,Net Sender
jivan commercial cooperative bank,120.66379914,111.999926152,0.00028836048319286987,0.0002676556344772993,-8.663872987999994,Net Sender
the navnirman coop bank,119.8779285,103.2560998,0.00028648242167738123,0.00024675977793157516,-16.621828699999995,Net Sender
bellad bagewadi urban souharada sahakari bank nyt,119.376201871,106.816372577,0.00028528340312997656,0.0002552680609437169,-12.55982929400001,Net Sender
lokvikas nagari sahakari bank ltd aurangabad,119.270409807,118.958053335,0.00028503058288968544,0.0002842840556729712,-0.3123564719999905,Net Sender
the sultans battery cooperative urban bank,119.216565984,111.093785136,0.0002849019077532494,0.0002654901531515863,-8.122780848000005,Net Sender
rajarambapu sahkari bank,118.7046112,128.4356577,0.00028367844611902843,0.0003069334831930946,9.731046500000005,Net Receiver
abhinandan urban coop bank amravati,118.363698938,110.623707997,0.00028286373926164995,0.000264366770313623,-7.739990941000002,Net Sender
the nasik merchants coop bank,116.6036066,132.1226764,0.0002786574977818763,0.0003157446615874345,15.519069799999983,Net Receiver
sree charan souhardha cooperative bank,116.393993777,100.875702457,0.00027815656829553075,0.00024107114238476176,-15.518291320000003,Net Sender
jankalyan urban cooperative maryadit kallam,116.25915053599999,108.083006588,0.0002778343220012222,0.000258295042670514,-8.17614394799999,Net Sender
veraval mer coop bank,116.1867643,80.72459809,0.0002776613344926385,0.00019291435505395738,-35.46216620999999,Net Sender
pune peoples coop bank ltd pune,115.2713142,138.8336981,0.0002754736059853612,0.00033178255404699435,23.562383899999986,Net Receiver
the quilon cooperative urban bank,114.40668247800001,131.978528019,0.0002734073224527955,0.0003154001780890877,17.571845541000002,Net Receiver
peoples urban cooperative bank,114.130647267,156.809082598,0.0002727476577696882,0.0003747398407889168,42.678435331,Net Receiver
madhya pradesh gramin,113.5138607,130.4052727,0.00027127367075987564,0.0003116404376582748,16.891412000000017,Net Receiver
shrikrishna cooperative bank ltd umrer,112.765667422,103.420536871,0.0002694856500220617,0.0002471527470172008,-9.345130551000011,Net Sender
shree kadi nagrik sahkari bank ltd kadi,112.0130327,105.2538722,0.00026768701518998714,0.0002515340225015006,-6.759160499999993,Net Sender
the rajkot commercial,111.957952936,119.34704017,0.0002675553864208419,0.0002852136501977385,7.389087234000002,Net Receiver
karnataka mahila sahakara bank niyamitha,111.710663467,107.587882165,0.0002669644178679074,0.0002571118022333425,-4.122781302000007,Net Sender
the bavla nagrik sahakari,111.454007644,119.16131031,0.00026635106574687334,0.00028476979594508294,7.707302666000004,Net Receiver
mahesh urban cooperative bank ltd parbhani,110.948592814,113.783883247,0.0002651432331936935,0.0002719189066467335,2.8352904330000115,Net Receiver
the amravati zilla parishad shikshak sahakari,110.88533436,67.408643036,0.00026499205911752915,0.00016109209836949682,-43.476691324,Net Sender
union bank credit card,110.7876634,0.449765378,0.00026475864656612397,1.0748421159772582e-06,-110.337898022,Net Sender
the annasaheb savant coop urban bank mahad,110.50735445800001,124.741024514,0.0002640887685866927,0.0002981041078217426,14.233670055999994,Net Receiver
the kodungallur town co operative bank,110.002106392,186.881045562,0.00026288133456354393,0.0004466053375231174,76.87893917,Net Receiver
the bhagyodaya cooperative bank,109.70045077099999,112.907543626,0.00026216044262039796,0.0002698246442187563,3.2070928550000133,Net Receiver
the mehsana nagarik sahakari,109.456860879,107.456062576,0.0002615783152594277,0.0002567967818851822,-2.0007983030000105,Net Sender
annasaheb chougule urban coop bank,108.841018421,89.28688546,0.0002601065844667189,0.00021337637264032692,-19.554132961000008,Net Sender
kanyakumari district central,108.618880359,116.931742728,0.00025957572235769873,0.00027944161095181476,8.312862369000001,Net Receiver
rani channamma mahila sahakari bank niyamit belagavi,108.194780347,153.140930537,0.00025856221470043917,0.0003659737495870912,44.94615019,Net Receiver
vijay commercial co operative bank,107.191237515,100.618687961,0.00025616396354306837,0.00024045693324766483,-6.572549553999991,Net Sender
the udupi cooperative town bank,106.634292753,97.807333132,0.00025483298555441973,0.0002337384023847462,-8.826959621,Net Sender
andhra pradesh grameena vikas,106.2471148,88.04225818,0.00025390771366339324,0.00021040198224774715,-18.20485662,Net Sender
the gandevi peoples co operative bank,104.604749394,86.683132648,0.00024998281418708943,0.00020715396576148572,-17.921616745999998,Net Sender
the financial co operative bank,103.635130767,129.794162338,0.0002476656345707729,0.0003101800158767928,26.159031571,Net Receiver
krishna sahakari ltd rethare,102.977208496,62.6049692,0.0002460933420909978,0.00014961235536813393,-40.372239296000004,Net Sender
the chandigarh state coop bank,102.36674352200001,90.65648945,0.00024463446232648187,0.00021664943037813818,-11.710254072000012,Net Sender
the bicholim urban cooperative bank,102.33484492,79.884339598,0.0002445582315401859,0.00019090631873171926,-22.450505321999998,Net Sender
the railway employees cooperative bank,102.26987477,71.286272991,0.0002444029668793627,0.00017035879649628994,-30.983601778999997,Net Sender
mansing cooperative bank,102.264276716,95.848031354,0.0002443895887363912,0.00022905609429276248,-6.416245361999998,Net Sender
obopay mobile technology india pvt,102.148161792,4.416445747,0.00024411209908473773,1.0554351499692899e-05,-97.731716045,Net Sender
bhavani urban cooperative bank ltd georai,101.468765862,90.660558189,0.00024248848918640556,0.000216659153785608,-10.808207672999998,Net Sender
commercial coop bank,101.16121607,85.9056046,0.00024175351144445587,0.00020529584165228853,-15.255611469999991,Net Sender
the gandhi gunj cooperative bank,101.08442578,93.101221856,0.000241569999195656,0.0002224918128308471,-7.9832039240000086,Net Sender
shri janata sahakari bank ltdhalol,101.032816681,85.591610227,0.00024144666456811352,0.0002045454629153101,-15.441206453999996,Net Sender
balancehero india private,100.0942926,98.28918632,0.000239203794217485,0.000234889927436504,-1.805106280000004,Net Sender
shri yashwant sahakari bank maryadit kuditre,98.753066146,92.249354058,0.0002359985519567323,0.0002204560327745725,-6.503712088,Net Sender
navanagara urban cooperative bank,98.466082769,105.60814246300001,0.0002353127235156435,0.00025238065191705053,7.142059694000011,Net Receiver
shree bharat cooperative bank,97.15878940900001,105.395900086,0.00023218857403873992,0.0002518734384747683,8.23711067699999,Net Receiver
the bhuj mercentile coop bank,97.151664461,93.65830550000001,0.00023217154694807435,0.00022382312242465337,-3.493358960999984,Net Sender
shri chhatrapati rajarshi shahu urban coop,96.85142566,84.37085407,0.00023145404089947768,0.00020162811935116816,-12.480571590000011,Net Sender
sri sudha cooperative bank,95.551791616,119.620341376,0.0002283481955376312,0.0002858667810542363,24.068549759999996,Net Receiver
solapur janata sahakari bank,95.45754315,131.8485412,0.00022812296200951714,0.00031508953766539745,36.39099804999999,Net Receiver
the jamkhandi urban cooperative bank,94.543331133,135.668141034,0.00022593819225386755,0.00032421755633597405,41.124809901000006,Net Receiver
citizen credit coopbank,94.44773221,126.75573,0.0002257097314244765,0.0003029188188101087,32.30799779,Net Receiver
the andhra pragathi grameena bank,92.99693557,55.10892597,0.0002222426400258409,0.00013169843099579106,-37.888009600000004,Net Sender
panchsheel mercoop,92.74615023,48.88111943,0.00022164331709439414,0.00011681531840691898,-43.8650308,Net Sender
the vallabh vidyanagar commercial cooperative bank,91.536177522,83.622781312,0.00021875174300824883,0.00019984038702350633,-7.913396210000002,Net Sender
the ssk coop bank,90.988777741,88.837691079,0.00021744357546774496,0.0002123028950838594,-2.1510866620000115,Net Sender
alavi co operative bank,90.719872848,101.51938029,0.00021680095070844625,0.00024260939338822024,10.799507442000007,Net Receiver
samata co operative development bank,90.354654724,81.805828464,0.00021592815807753264,0.00019549826213061334,-8.548826259999998,Net Sender
the veraval mercantile cooperative bank,89.984314704,128.671415472,0.0002150431252186803,0.00030749689335072254,38.68710076800001,Net Receiver
shinhan,89.67150629,97.2999269,0.0002142955805031092,0.00023252581107661107,7.628420610000006,Net Receiver
the shahada peoples coop bank,89.380143596,113.735414944,0.00021359928643790467,0.0002718030778704368,24.355271348000002,Net Receiver
kurmanchal nagar sahkari bank,87.6161637,72.30527124,0.00020938375453207687,0.00017279398223469126,-15.310892460000005,Net Sender
the modasa nagarik sahakari,87.266226944,99.304407462,0.0002085474810783459,0.00023731608670493067,12.038180518000004,Net Receiver
bhausaheb sahakari bank ltd udgir,87.212265438,72.272610294,0.00020841852470489442,0.000172715929627653,-14.939655144,Net Sender
koyana sahakari bank ltdkarad,86.891556745,72.778569362,0.00020765210002461122,0.00017392506252637734,-14.112987383000004,Net Sender
tamilnadu state apex coop bk,86.42621945,134.0512785,0.0002065400441454641,0.00032035360407931787,47.62505904999999,Net Receiver
indore paraspar sahakari bank ltd indore,85.782798916,79.325449873,0.0002050024076927515,0.00018957069299438886,-6.457349043000008,Net Sender
kolhapur mahila sahakari bank ltd kolhapur,85.568378148,90.096892379,0.00020448998825371717,0.00021531211423663578,4.528514231000003,Net Receiver
the baroda city co operative bank,85.12751061899999,107.669195964,0.00020343640984335246,0.0002573061246513195,22.541685345000005,Net Receiver
urban co operativa bank ltd siddharthnagar,83.85537001200001,123.746015995,0.00020039626787253512,0.00029572625235689315,39.890645982999985,Net Receiver
zoroastrian coop,81.89056447,85.90728041,0.00019570080594021372,0.00020529984647625784,4.016715939999997,Net Receiver
sarakari naukarara sahakari bank niyamat vijayapur,79.920078167,92.058454175,0.0001909917682130098,0.00021999982328353533,12.138376007999994,Net Receiver
the zoroastrian co operative bank,79.786094218,105.488236304,0.00019067157544144873,0.000252094102093604,25.702142085999995,Net Receiver
dr appasaheb urf sa re patil jaysingpur udgaon sahakari bank ltd jaysingpur,78.91516655,64.771871069,0.00018859024595439076,0.00015479078284147098,-14.143295480999996,Net Sender
the kangra cooperative bank,78.818862387,84.942368845,0.00018836009975334213,0.00020299391623132128,6.1235064580000085,Net Receiver
the hyderabad district cooperative bank ltd hdd,78.78695929999999,96.4842645,0.00018828385824886247,0.0002305765541021467,17.697305200000002,Net Receiver
omprakash deora peoples co operative bank,78.63117737,63.80221938,0.00018791157299903876,0.000152473524723916,-14.828957990000006,Net Sender
the washim urban cooperative bank,78.220788036,126.27200091,0.00018693083090826355,0.0003017628107577162,48.051212874,Net Receiver
the mandvi nagrik sahakari bank,77.597759912,72.14494457800001,0.00018544192792195081,0.00017241083613883583,-5.452815333999993,Net Sender
rajkot commercial,76.87574182,51.80204455,0.00018371646023929026,0.0001237956986010386,-25.073697270000004,Net Sender
the rajasthan state co operative bank,76.245730276,118.56809498,0.00018221086838374008,0.0002833521394252266,42.322364703999995,Net Receiver
the gandhidham mercantile coop bank,76.232908298,87.729940962,0.0001821802266187872,0.00020965561154899753,11.497032664000002,Net Receiver
shree mahuva nagrik sahakari bank,76.17717526,52.542438776,0.0001820470366655284,0.00012556508089558058,-23.634736484,Net Sender
the nawnagar co op bank,75.88709653,90.4222898,0.0001813538109976566,0.00021608974379557703,14.535193270000008,Net Receiver
janata co operative bank,74.952178879,108.092572704,0.0001791195592377306,0.0002583179036217256,33.140393825000004,Net Receiver
jodhpur nagrik sahakari bank,74.82232899200001,99.268585166,0.0001788092459836749,0.0002372304791541605,24.446256173999984,Net Receiver
mahesh urban coop bank ltd ahmedpur,74.455688841,70.5848699,0.00017793305501460387,0.0001686825945933426,-3.870818940999996,Net Sender
kashmir mercantile co operative bank,73.733506854,85.108842575,0.00017620719565820413,0.00020339175249209235,11.375335720999999,Net Receiver
delhi state coop bank,73.50515967,88.51164352,0.0001756614950853457,0.00021152371183551078,15.00648385000001,Net Receiver
the financial coop bank,72.4536788,99.49152262,0.00017314868234530044,0.0002377632515206185,27.037843819999992,Net Receiver
unjha nagrik sahakari bank,71.856327971,58.793464584,0.0001717211425619206,0.00014050368252022403,-13.062863387,Net Sender
nagarik sahakari bank maryadit vidisha,70.34642036,55.147310276,0.00016811278867792442,0.00013179016119713475,-15.199110083999997,Net Sender
the vijay coop bank,68.72675388,76.12345029,0.00016424213474432666,0.00018191860553835968,7.39669640999999,Net Receiver
appasaheb birnale sahakari bank ltd dudhgaon,68.412465716,49.761595006,0.00016349105374506448,0.00011891946487408911,-18.65087071,Net Sender
textile trders coop bank,68.09558468,41.92090487,0.00016273377634035092,0.00010018190883103535,-26.17467981,Net Sender
the west bengal state coop bank,67.40657109,99.0102089,0.00016108718230672259,0.00023661301568086984,31.603637809999995,Net Receiver
sanmitra mahila nagari sahakari bank maryadit chandrapur,67.35168675,53.484081249,0.00016095602055883363,0.00012781540303614648,-13.867605501,Net Sender
scdcc,67.19125114,43.81566098,0.0001605726140164351,0.00010470996671665863,-23.37559016000001,Net Sender
kashipur urban cooperative bank,67.119060166,80.755332256,0.0001604000931419626,0.00019298780307292924,13.636272090000006,Net Receiver
sarvodaya commercial cooperative bank,66.79078061,74.79118148,0.00015961557573023526,0.00017873477081733566,8.000400870000007,Net Receiver
the agrasen nagari sahakari bank,66.676216576,54.84795758,0.00015934179237154592,0.0001310747729059708,-11.828258996000002,Net Sender
the kaira district coop bank,66.6610737,49.66408819,0.00015930560416040545,0.00011868644464274607,-16.996985510000002,Net Sender
sadhana sahakari ltd yes,66.506198523,131.00376424,0.00015893548585489375,0.00031307070318050914,64.49756571700001,Net Receiver
sardar vallabhbhai sahakari bank,64.345877668,189.359592868,0.00015377278444784906,0.00045252853028370107,125.0137152,Net Receiver
azad urban cooperative bank,64.11535861,108.602859647,0.00015322189356405615,0.0002595373792069933,44.487501037,Net Receiver
banaskantha mercantile coop bank ltd palanpur,63.88814629,54.47128495,0.00015267890507165378,0.0001301746066716104,-9.416861340000004,Net Sender
shree mahesh cooperative bank,63.601349334,82.762736148,0.00015199352213659097,0.0001977850648285868,19.161386814000004,Net Receiver
satara district central coop bank,62.18365876,90.51653934,0.00014860554710306576,0.00021631497984076563,28.332880579999994,Net Receiver
vidarbha merchants urban coop bank,61.557285820000004,88.564346912,0.00014710865072714634,0.0002116496615598501,27.007061092,Net Receiver
maharashtra nagari sahakari bank maryadit latur,61.345653294,60.364284984,0.0001466028945857714,0.00014425760402050512,-0.9813683100000006,Net Sender
the mahaveer co operative bank,61.306181662,72.056767093,0.00014650856588936822,0.00017220011099369369,10.750585431000005,Net Receiver
sharad sahakari bank ltd manchar,58.72660917,83.52417842,0.00014034394339674215,0.00019960474740724675,24.797569249999995,Net Receiver
the model coop bank,58.36776138,82.34100966,0.000139486374491614,0.00019677722960404983,23.97324828,Net Receiver
the yadagiri lakshmi narasimha swamy coop urban bank,57.79173571,62.19629055,0.0001381097972437853,0.00014863570165842856,4.404554840000003,Net Receiver
bhausaheb birajdar urban cooperative bank ltd omerga,57.780472683,55.995154136,0.00013808288103584984,0.00013381632491065365,-1.7853185470000028,Net Sender
jamnagar district coop bank,57.557977640000004,64.29728105,0.00013755116581915043,0.00015365661519497055,6.739303409999991,Net Receiver
the ranuj nagrik sahakari bank,57.485719154,58.705737796,0.00013737848360554326,0.00014029403444357325,1.2200186419999994,Net Receiver
indraprastha seh bank,57.327962268,71.204717577,0.00013700147863637948,0.00017016389667064537,13.876755308999996,Net Receiver
solapur dcc,57.11791581,40.02333854,0.00013649951285580965,9.564713512654536e-05,-17.094577270000002,Net Sender
the naroda nagrik co operative bank,56.749398708,72.768834943,0.00013561883637823363,0.00017390179936734474,16.019436235,Net Receiver
the kopargaon peoples coopbank,56.031525136,66.62413925,0.0001339032732054453,0.0001592173037530548,10.592614114,Net Receiver
mehsana district central coop bank ltd mehsana,55.68914075,88.20492824,0.00013308504828887276,0.0002107907285587105,32.51578749,Net Receiver
greater bombay coopbank,55.62155824,106.412158,0.00013292354065047677,0.0002543020754043597,50.790599760000006,Net Receiver
veerashaiva sahakari bank,55.368400699,81.973934243,0.00013231854866972551,0.00019589999863601495,26.605533544000004,Net Receiver
saraswat cooperative bank credit card,55.062098962,0.030427335,0.00013158655351033514,7.271475914926669e-08,-55.031671627,Net Sender
omprakash deora peoples co operative bank ltd hingoli,54.982982607,82.485742034,0.00013139748246733085,0.0001971231087195396,27.502759427,Net Receiver
bharati sahakari bank,54.90492411,72.03564251,0.00013121093947703337,0.0001721496278026757,17.1307184,Net Receiver
amreli nagrik sahakari bank,54.286698549,33.967777751,0.00012973351358158895,8.117565268203031e-05,-20.318920798,Net Sender
kolhapur district central coop,54.10105107,102.4647317,0.00012928985610412242,0.00024486857908718367,48.363680630000005,Net Receiver
shri chatrapati shivaji maharaj sahakari bank niya,53.764648108,57.813803994,0.00012848592550222514,0.00013816250529093732,4.049155885999994,Net Receiver
chittorgarh urban co operative bank,53.035200279,65.424584772,0.00012674270234885518,0.0001563506276227202,12.389384493000001,Net Receiver
citibank corporate,52.264892466999996,12360.444467199999,0.00012490183263930924,0.029538792747058985,12308.179574733,Net Receiver
latur district central co op bank ltd latur,51.88950418,41.21378638,0.000124004735509965,9.849204835885324e-05,-10.675717800000001,Net Sender
shivalik mercantile cooperative bank,50.92303459,64.80314542,0.00012169508141362526,0.0001548655217859272,13.880110830000007,Net Receiver
kottayam cooperative urban bank,50.828554911,58.011008335,0.00012146929533625557,0.00013863378107499812,7.182453424000002,Net Receiver
the shoranur co operative urban bank,50.759623633000004,48.005374535,0.00012130456443292873,0.0001147224772456367,-2.7542490980000025,Net Sender
the chandrapur districtcentral coop bank,50.67219501,90.19175636,0.0001210956288602644,0.0002155388186631114,39.51956135,Net Receiver
sonebhadra nagar sahkari,50.17633539,49.064584643,0.00011991063120033548,0.00011725376064234854,-1.111750746999995,Net Sender
durgapur steel peoples co op bank,49.801675226,29.76246425,0.00011901527412808874,7.112586165128856e-05,-20.039210976,Net Sender
ramrajya sahakari bank,49.575402571,49.684538333,0.00011847453123258757,0.0001187353160678253,0.10913576200000108,Net Receiver
gondal nagarik sahakari bank,48.84777855,34.28193578,0.00011673566658740218,8.192642252150338e-05,-14.565842770000003,Net Sender
the gandhidham co operative bank,48.84028334,60.605400179,0.00011671775465032879,0.00014483381726204116,11.765116839000001,Net Receiver
sbpp cooperative bank ltd killa pardi,48.38069508,68.60035055,0.00011561943772621466,0.00016394002195060838,20.21965547,Net Receiver
the bangalore city coop bank,48.2450342,50.32148794,0.00011529523745085467,0.00012025748806426287,2.076453739999998,Net Receiver
the bhagyoday coop bank,48.0565329,62.70394187,0.00011484475995604765,0.0001498488786739512,14.64740897,Net Receiver
rajkot peoples coop,47.71805909,55.70851164,0.00011403588047359005,0.0001331313112524222,7.9904525500000005,Net Receiver
the gandhinagar urban coop bank,47.502849771,47.032458704999996,0.00011352157656755734,0.00011239741853605998,-0.4703910660000048,Net Sender
aurangabad dist central co,47.42290102,95.3043493,0.00011333051627745094,0.00022775681160466677,47.88144828,Net Receiver
liluah cooperative bank,47.280589345,58.569020554,0.00011299042203494021,0.00013996730976250664,11.288431208999995,Net Receiver
the hindusthan coop bank,47.06181852,122.1012734,0.00011246760689688619,0.00029179567277580384,75.03945488,Net Receiver
sundarlal savji coop,47.05632802,54.78449153,0.00011245448578480242,0.00013092310275346133,7.728163509999995,Net Receiver
sant sopankaka sahakari bank ltd saswad,46.96954451,126.0873978,0.00011224709189321992,0.00030132164919421234,79.11785329,Net Receiver
vikramaditya nagrik sahakari,46.818498338,79.791593858,0.00011188612408470744,0.00019068467644374959,32.97309552,Net Receiver
up cooperative bank,46.73182069,71.351724927,0.00011167898318049722,0.00017051521248744045,24.619904237000007,Net Receiver
sardar singh nagrik sahkari bank maryadit,46.26340712,48.836365289,0.00011055957566687682,0.00011670836567564141,2.572958169000003,Net Receiver
northern railway primary,46.116072747,31.227649975,0.00011020747825827537,7.462733909261948e-05,-14.888422771999998,Net Sender
sadalga urban souharda sahakari bank niyamit,46.080458993,49.200050047,0.00011012236905912083,0.00011757749370095908,3.119591053999997,Net Receiver
jharkhand rajya gramin,45.25393987,44.17365945,0.00010814716642688896,0.00010556550574174435,-1.0802804200000011,Net Sender
goa state co op,45.12179902,101.2284441,0.0001078313782648462,0.00024191411872865324,56.10664508000001,Net Receiver
the khattri cooperative urban,44.522008653,59.8675818,0.0001063980085112395,0.00014307059068551425,15.345573147000003,Net Receiver
shikshak sahakari bank,44.49289399,72.83055228,0.00010632843073936001,0.00017404929047346002,28.337658290000007,Net Receiver
indian bank credit card,44.00416377,0.10932850799999999,0.00010516047080941743,2.612715220497844e-07,-43.894835262,Net Sender
mizuho bank,43.71033514,55.30968431,0.00010445828368845339,0.0001321782000698919,11.599349170000004,Net Receiver
the karnavati coop bank,43.59318506,43.31569513,0.00010417832023698205,0.00010351515631457748,-0.27748993000000155,Net Sender
dreampurse technologies pvt,43.0175796,1.7104595,0.00010280274720052,4.087628790923527e-06,-41.3071201,Net Sender
the krishna district,42.2936742,35.1940674,0.00010107276925835582,8.410622009696409e-05,-7.0996067999999966,Net Sender
textile traders,42.17979534,52.412021561,0.00010080062331790726,0.00012525341191840455,10.232226221000005,Net Receiver
dhanera mercantile cooperative bank,41.96178649,32.88654805,0.00010027962913593738,7.8591747213699e-05,-9.07523844,Net Sender
vidharbha konkan gramin,41.56640777,84.24317057,9.933475917861824e-05,0.00020132298336243188,42.676762800000006,Net Receiver
maharashtra godawari gramin,41.4892222,319.1531449,9.915030229578055e-05,0.0007627070876609637,277.66392269999994,Net Receiver
the nav jeevan coop bank ltd njc,40.906913,57.209361099999995,9.775870876502465e-05,0.00013671801731797827,16.302448099999992,Net Receiver
shri chhani nagrik sahkari bank,40.473573689,39.31222871,9.672312117374183e-05,9.394773621378727e-05,-1.161344978999999,Net Sender
the jalgaon district central coop bank,40.40772104,74.33481444,9.656574753044109e-05,0.00017764415215496302,33.927093400000004,Net Receiver
sahakarmaharshi bhausaheb thorat amrutvahinisahakari bank sts,40.1087546,33.8426826,9.585128215050699e-05,8.0876702288389e-05,-6.266071999999994,Net Sender
